 716, Pepperdine
 717, Permian_Basin
 718, Pfeiffer
 719, Piedmont
 720, Pine_Manor
 721, Pitt-Bradford
 722, Pitt-Greensburg
 723, Pitt-Johnstown
 724, Pittsburg_St
 725, Pittsburgh
 726, Plattsburgh_St
 727, Plymouth_St
 728, Point_Loma
 729, Pomona_Pitzer
 730, Portland
 731, Portland_St
 732, Post
 733, PR_Bayamon
 734, PR_Rio_Piedras
 735, Prairie_View
 736, Presbyterian
 737, Princeton
 738, Principia
 739, Providence
 740, PSU-Abington
 741, PSU-Altoona
 742, PSU-Behrend
 743, PSU-Berks
 744, PSU-Harrisburg
 745, Puget_Sound
 746, Purchase
 747, Purdue
 748, Purdue_Northwest
 749, Queens_NC
 750, Queens_NY
 751, Quincy
 752, Quinnipiac
 753, R_Stockton
 754, Radford
 755, Ramapo
 756, Randolph_Col
 757, Randolph_Macon
 758, Redlands
 759, Regis_CO
 760, Regis_MA
 761, Rensselaer
 762, Rhode_Island
 763, Rhodes
 764, RI_College
 765, Rice
 766, Richmond
 767, Rider
 768, Ripon
 769, Rivier
 770, Roanoke
 771, Robert_Morris
 772, Roberts_Wslyn
 773, Rochester_NY
 774, Rochester_Tech
 775, Rockford
 776, Rockhurst
 777, Roger_Williams
 778, Rogers_St
 779, Rollins
 780, Rose-Hulman
 781, Rosemont
 782, Rowan
 783, Russell_Sage
 784, Rutgers
 785, Rutgers-Camden
 786, Rutgers-Newark
 787, S_Arkansas
 788, S_Carolina_St
 789, S_Connecticut
 790, S_Dakota_St
 791, S_Dakota_Tech
 792, S_Francisco_St
 793, S_Illinois
 794, S_Indiana
 795, S_Maine
 796, S_New_Hampshire
 797, S_Vermont
 798, S_Virginia
 799, S_Wesleyan
 800, Sacred_Heart
 801, Saginaw_Val
 802, Salem_MA
 803, Salem_WV
 804, Salisbury
 805, Salve_Regina
 806, Sam_Houston_St
 807, Samford
 808, San_Diego
 809, San_Diego_St
 810, San_Francisco
 811, San_Jose_St
 812, Santa_Clara
 813, Sarah_Lawrence
 814, Savannah_St
 815, SC_Aiken
 816, SC_Upstate
 817, Schreiner
 818, Scranton
 819, SE_Louisiana
 820, SE_Missouri_St
 821, SE_Oklahoma
 822, Seattle
 823, Seattle_Pacific
 824, Seton_Hall
 825, Seton_Hill
 826, Sewanee
 827, SF_Austin
 828, Shaw_NC
 829, Shenandoah
 830, Shepherd
 831, Shippensburg
 832, Shorter
 833, Siena
 834, Simon_Fraser
 835, Simpson_IA
 836, Sioux_Falls
 837, SIUE
 838, Skidmore
 839, Slippery_Rock
 840, SMU
 841, Sonoma_St
 842, South_Alabama
 843, South_Carolina
 844, South_Dakota
 845, South_Florida
 846, Southern_Miss
 847, Southern_Nazarene
 848, Southern_Univ
 849, Southern_Utah
 850, Spalding
 851, Spring_Hill
 852, Springfield
 853, St_Anselm
 854, St_Augustine's
 855, St_Bonaventure
 856, St_Cloud
 857, St_Edward's
 858, St_Elizabeth
 859, St_Francis_NY
 860, St_Francis_PA
 861, St_John_Fisher
 862, St_John's
 863, St_John's_MN
 864, St_Joseph's_LI
 865, St_Joseph's_ME
 866, St_Joseph's_NY
 867, St_Joseph's_PA
 868, St_Lawrence
 869, St_Leo
 870, St_Louis
 871, St_Martin's
 872, St_Mary's_CA
 873, St_Mary's_MD
 874, St_Mary's_MN
 875, St_Mary's_TX
 876, St_Michael's
 877, St_Norbert
 878, St_Olaf
 879, St_Peter's
 880, St_Rose
 881, St_Scholastica
 882, St_Thomas_MN
 883, St_Vincent
 884, Stanford
 885, Staten_Island
 886, Stetson
 887, Stevens_Tech
 888, Stevenson
 889, Stonehill
 890, Stony_Brook
 891, Suffolk
 892, Sul_Ross
 893, Summit
 894, SUNY_Fredonia
 895, SUNY_New_Paltz
 896, SUNY_Oneonta
 897, SUNY_Potsdam
 898, SUNY-Cobleskill
 899, SUNYIT
 900, Susquehanna
 901, SW_Baptist
 902, SW_Minnesota
 903, SW_Oklahoma
 904, SW_Univ_TX
 905, Swarthmore
 906, Syracuse
 907, T_Jefferson
 908, TAM_C._Christi
 909, Tampa
 910, Tarleton_St
 911, TCU
 912, Temple
 913, Tennessee
 914, Tennessee_St
 915, Tennessee_Tech
 916, Texas
 917, Texas_A&M;
 918, Texas_A&M;_Intl
 919, Texas_St
 920, Texas_Tech
 921, Thiel
 922, Thomas_Aquinas
 923, Thomas_ME
 924, Thomas_More
 925, Tiffin
 926, TN_Martin
 927, Toledo
 928, Towson
 929, Transylvania
 930, Trevecca_Naz
 931, Trine
 932, Trinity_CT
 933, Trinity_TX
 934, Troy
 935, Truman_St
 936, Tufts
 937, Tulane
 938, Tulsa
 939, Tusculum
 940, Tuskegee
 941, TX_A&M;_Commerce
 942, TX_A&M;_K'ville
 943, TX_Lutheran
 944, TX_Southern
 945, U_New_England
 946, UAB
 947, UC_Davis
 948, UC_Irvine
 949, UC_Riverside
 950, UC_San_Diego
 951, UC_Santa_Barbara
 952, UC_Santa_Cruz
 953, UCF
 954, UCLA
 955, ULL
 956, ULM
 957, UMBC
 958, UNC_Asheville
 959, UNC_Greensboro
 960, UNC_Wilmington
 961, Union_NY
 962, Union_TN
 963, Univ_Ozarks
 964, Univ_Sciences
 965, UNLV
 966, Upper_Iowa
 967, Urbana
 968, Ursinus
 969, USC
 970, UT_Arlington
 971, UT_Dallas
 972, UT_San_Antonio
 973, UT_Tyler
 974, Utah
 975, Utah_St
 976, Utah_Valley
 977, UTEP
 978, Utica
 979, UTRGV
 980, UVA-Wise
 981, VA_Commonwealth
 982, VA_Wesleyan
 983, Valdosta_St
 984, Valley_Forge
 985, Valparaiso
 986, Vanderbilt
 987, Vassar
 988, Vermont
 989, Villanova
 990, Virginia
 991, Virginia_St
 992, Virginia_Tech
 993, Virginia_Union
 994, VMI
 995, W_Carolina
 996, W_Connecticut
 997, W_Illinois
 998, W_Michigan
 999, W_New_England
1000, W_New_Mexico
1001, W_Oregon
1002, W_Salem_St
1003, W_Texas_A&M;
1004, W_Washington
1005, Wabash
1006, Wagner
1007, Wake_Forest
1008, Walsh
1009, Wartburg
1010, Wash_&_Jeff
1011, Wash_&_Lee
1012, Washburn
1013, Washington
1014, Washington_MD
1015, Washington_MO
1016, Washington_St
1017, Wayne_St_MI
1018, Wayne_St_NE
1019, Waynesburg
1020, Weber_St
1021, Webster_Univ
1022, Wells
